household_id,household_size,children_count,income_annual_usd,rent_to_income_ratio,credit_score,prior_evictions_count,late_payment_count_last_year,monthly_rent,unit_bedrooms,unit_bathrooms,unit_sqft,building_age_years,utility_cost_monthly,school_quality_index,walkability_score,distance_to_cbd_km,lease_type,landlord_type,voucher_assistance,internet_access_type,heating_type,region,evicted_next_12m,moved_within_12m
267,4.134029607509346,2.031666475702458,56516.44321251741,0.4175890635442813,668.8901652946536,0.16764112946224335,0.5756682101371127,1388.9836834818043,2.6476617746611995,1.9703018333404771,1102.6075399597987,49.90350821010949,190.66725387848626,68.26655410993038,57.00773247824272,20.470747096485304,12-month,corporate,no,dsl,electric,south,no,no
268,2.515734461505838,1.8491507333372152,68351.2500175349,0.28703695040631894,683.1219724407478,-0.04315378706660812,0.31118883660240937,1259.1552834568392,1.8823224990281213,1.3447519219868962,1064.6171494503456,59.72521776727476,219.80789681780348,59.16778007840636,54.481042426430186,20.157771134979942,other,nonprofit,no,dsl,gas,north,no,no
269,2.9844094858702768,1.5900402838627303,55465.329815360295,0.3104699225129441,635.8363742552322,-0.1187288431620656,0.057246380894760585,797.3805638069556,1.0559287072241004,1.1986167791826121,766.0230273270749,28.897734044829278,148.39352214456287,12.226636897869376,28.573288528505966,14.31603356874373,12-month,nonprofit,no,cable,gas,north,no,no
270,3.6028184139275625,2.0142968357715687,59597.38553248598,0.40090942317490336,667.1892390935368,0.11827512990747256,0.6346497293779431,1028.8979834291815,2.240283952319661,1.5634510460810074,929.2247246114512,43.41186153502624,193.0873941769559,48.304839408258545,49.27919652209723,18.288696215524215,month-to-month,corporate,no,mobile,other,south,yes,no
271,2.723390396898627,0.5696235121941253,42851.742588741065,0.24348019885846442,619.5642848564638,-0.15953792064006012,-0.4200472735922056,1061.9430742682925,1.5050243335854574,1.0864287874103058,732.6505520418261,48.081178063476045,143.83315331621804,25.132309951534875,34.05825707023381,12.114031343794734,other,public_housing,no,cable,oil,south,no,no
272,1.8534386745497906,0.5632042615175711,44416.16499105579,0.21113349174921953,658.8977086891665,0.21723754256514832,-0.10728997557759035,888.4322596604466,1.9312271177411413,1.7552778795097554,714.0526112039447,30.130114921616943,184.01301665260144,17.25290867855609,39.51601750929376,15.686132636708646,12-month,nonprofit,no,fiber,heat_pump,west,no,no
273,2.6793178671239204,1.291680177922492,40986.666236758305,0.2393912029117194,646.9918838120652,-0.2032142201054002,-0.30245712412143866,984.9535186164898,1.846576135260744,1.3515045163951982,552.8557416286403,37.783071401616695,183.1820756767611,12.018005197236896,43.01659102762551,4.1888899350308435,12-month,nonprofit,no,cable,other,west,no,no
274,1.7403658169168759,1.2519156347043483,64321.19002000982,0.3018175867323721,651.341036347256,-0.10656311298466693,0.13034663607927272,1008.4584518613497,1.619796394605189,1.490224465683795,972.2198886332214,25.569421931739775,190.3253250276831,35.02450775958325,39.49598639932694,9.419417771426012,other,nonprofit,no,dsl,gas,east,no,no
275,2.3438254293468663,0.4570586864348609,41685.34045462975,0.18241121932703785,648.0199838832115,-0.19550309344171596,-0.17477429136709277,814.8925524704292,1.8221396573843593,1.0008904859928571,740.1474349080415,31.266472859881972,155.5313516470588,29.236673796795767,17.44608361496558,13.634310893422562,month-to-month,corporate,yes,mobile,other,west,no,yes
276,2.5705828923904286,1.4823555010651945,50848.184065787944,0.30041654834677495,640.7839049858384,-0.13180214031596194,-0.13386562392904944,905.222553263061,1.8288028046157203,1.1226873053007465,769.6176985255158,41.689176874585684,192.78060309878407,25.04815202014657,36.107624158628745,15.34945426784576,6-month,private,no,dsl,heat_pump,east,no,no
277,2.6371132915246247,1.4973867080079066,56128.6900758077,0.35547204062842025,658.1604281794783,0.007652025276349755,0.27831215821813027,1329.1068203926523,2.320801433259961,1.828250653398058,940.4030029442508,61.829061583920584,152.67345228140897,66.62479836338902,51.75365087463428,11.669187021572679,month-to-month,corporate,yes,none,other,east,no,no
278,3.63861628673419,0.9631074139975074,50659.238404600976,0.25031704193831905,647.1247259694986,-0.0520061414779016,0.22079752454530377,1153.4794364262007,1.4142808278606338,1.2976312226050737,777.9062167990244,26.9334895706621,204.62124147491048,47.61023461309846,35.84822750805088,9.295064122820524,other,private,no,cable,other,north,no,yes
279,2.5235554334578363,0.9084538252279244,70541.85085963414,0.3879957783826313,667.2254934778775,-0.036298805659023395,0.05134952602031856,1241.665445693561,2.0435284466003725,1.5061520014497876,793.2033139315162,50.5665163548035,157.66687959800075,56.62230819562919,62.38480155552846,14.507740105585818,12-month,nonprofit,no,mobile,gas,south,yes,no
280,2.7371292538819447,1.7265182523116924,77549.84271859238,0.42445451860769706,681.5976532895245,0.07054148367714833,0.43135976069175985,1323.2579162436916,2.2185177385743837,1.7128501508348934,961.059811520496,43.754465383395356,222.64626222233701,55.869689536763936,55.55422287804392,20.604472361935937,12-month,nonprofit,no,mobile,oil,south,no,no
281,2.376938287772278,0.9131858507247159,66373.44713813065,0.3335209818292967,659.5392740895009,0.08659927718277287,0.33861316036109496,1419.5418002852452,1.7262694355346624,1.9838158494917166,970.7301011688326,53.636340548639915,222.20628182790546,71.34721550615731,46.798320953158814,15.31894035946073,6-month,public_housing,yes,mobile,electric,north,no,no
282,3.0037670430852668,1.3397587694461088,64682.87039406595,0.4223366553153499,703.3273857989863,0.20611763464755345,1.4823650588233022,1416.553433732112,2.8185568917874093,1.8157151147939687,1003.6931430612015,81.80620637692391,219.39182619893597,80.65548664442755,79.94135665971358,25.307843832573624,other,public_housing,no,fiber,oil,north,no,no
283,1.8123198164152274,1.7621085778518633,69583.97238096058,0.29010952456374933,656.4653228440936,-0.03710772255693269,0.5497604143413752,1240.9594284195698,1.872934398907319,1.2514889075518671,891.8673828578858,53.397079048937904,183.34801830530765,57.639484109035806,46.44094733349535,14.857194559133484,12-month,private,no,cable,other,south,no,no
284,3.4739730498900636,1.746950291919629,74950.8288812614,0.37081769252591884,661.0578369956905,0.03368724490788537,0.08491780589642761,1130.0309575036486,1.3017550959118647,1.274219628210497,972.8895467806079,38.75774969142167,167.59259583416258,30.279198325353477,34.8571485032379,17.103435743714773,month-to-month,corporate,no,fiber,gas,north,yes,no
285,3.8614247075947215,2.52224012307968,89878.82098602617,0.4501177374683266,687.8136991244282,0.16536570184769384,0.6165633030627315,1172.114806225341,2.523921391298215,2.1143207180059362,968.834406868181,43.63793097341993,208.0883214163948,71.98446139113966,62.64158874970704,20.1255344190034,other,public_housing,no,cable,electric,west,no,no
286,3.7064797474904223,0.8999482741889705,65153.88787781315,0.2839886535420707,655.9919288012718,0.5073251264776836,0.7633165361490317,1264.059815774187,1.9868477587377016,1.5159768459664058,1220.6534121386142,62.53689434872428,202.51440727960534,65.90060555028988,56.22314125500586,11.977142897184082,month-to-month,corporate,no,mobile,electric,east,no,no
287,3.5404949877856478,2.96175409484408,78676.81851533779,0.516900239899607,715.8463250536155,0.31065879659291024,1.1349981434457332,1639.1117697066675,2.333227392651725,2.2263932617202062,999.7225504701453,82.44579882195119,263.373744931367,78.6738003427261,91.63977202486431,27.31356679882292,12-month,nonprofit,no,fiber,electric,west,no,no
288,2.6261941070595767,1.2965689033633474,64322.27065118741,0.37309187065355975,691.1217718968675,0.0896338259033623,0.31236445817194636,1154.711602080561,2.5096041370595685,1.785687580642987,966.078883100837,62.34403016849911,222.13675954541006,50.10911711686662,43.03963012811852,19.440601334000196,6-month,nonprofit,no,fiber,heat_pump,north,no,yes
289,4.231761393833467,2.8964106676663834,83202.96717866021,0.48550830246995735,707.8335998070148,0.7060303357305225,1.7356861321410615,1269.8284825365736,2.2662192342848457,2.272900158962325,1135.475708845695,95.06664586980287,256.00377951515065,73.89544334734681,71.19655244516164,27.72101448323383,other,public_housing,no,cable,electric,south,no,no
290,4.208257777329789,2.10331749333357,70183.0021282496,0.4469103043835073,683.4918527240878,0.19650625237842495,1.3744801437612784,1250.541505089049,1.8441809227461166,1.8940723138279492,994.1550844985791,55.456850311921585,258.95055880655866,57.579034582223244,63.43622607531601,16.81385613737683,other,public_housing,yes,none,oil,south,no,no
291,3.1440277581214287,1.6797954888477638,74166.42030619006,0.3718642983149972,711.1706217307067,-0.01749930174418396,0.3168590163994167,1071.9644622781345,2.318952201025345,2.0579352150946373,1115.3402936457235,52.64101733830239,205.31450454932735,57.98222709360043,29.67061943700408,15.793180991755847,month-to-month,corporate,yes,fiber,oil,south,no,yes
292,2.1503427953739904,1.6072461593547482,62383.64481016369,0.23507364726068147,668.1909361536443,0.029905403363119934,0.737687442694126,1194.2110693579793,1.4849142333812797,1.338278039630004,1002.3209501514518,56.002329469876656,211.431810631441,36.5389943476535,60.66341129932891,9.020702658128837,6-month,private,yes,cable,oil,east,no,no
293,2.8393638197065445,1.2134770773323338,50519.74104371435,0.21380290938763724,640.4556905495386,-0.10417533419831441,0.15606371652146767,1144.59112341957,2.014820217988253,1.306675446186975,824.8890559883504,43.5515160539251,161.37554921993828,59.81447209434476,24.23688677159712,15.226037617543895,12-month,corporate,no,cable,heat_pump,south,no,yes
294,3.127240945549629,1.1236143190600167,56708.88730157334,0.3217564622202034,650.8745262731486,-0.1182034344345476,0.8018075059731976,1272.2410918694277,1.9894225506360852,1.6022714982699922,799.793600033746,29.05442423082557,182.79966489211225,30.824563663650476,52.181830001562986,15.769306380884988,other,public_housing,no,cable,electric,east,no,no
295,1.729373607976701,1.5391500307885237,67788.46988293271,0.287649752737156,655.4188205245041,-0.03328512048357794,0.06069617658332438,1226.2624367034305,1.5213296163829084,1.8817826674656841,601.5041509617358,41.152985429158434,182.84874951064435,34.28464512131235,66.59373025771829,15.093663692257683,6-month,private,no,fiber,electric,west,no,no
296,4.036570297500455,1.8817412962760434,64435.179937655936,0.4117028807697544,682.289514433357,0.25971498836869483,1.2853822425873056,1109.282709164304,2.3866411431170538,2.0248261178968776,967.9315665395715,53.966028962392905,217.74937830859534,71.81367329270613,47.58821369289068,18.24981538109051,6-month,private,no,fiber,electric,south,no,yes
297,2.549850233867165,2.4374140244461397,70748.27397192852,0.3220786312352444,665.3191004986002,0.16008881511131237,0.6548235040322229,1273.0212858565005,2.613223322863221,2.2426089811010437,939.3693079442351,75.70016492315087,203.52375494532637,44.907447068514784,55.74183542903037,13.462798779412402,6-month,public_housing,no,cable,gas,north,no,no
298,4.025735947834215,2.579374543633797,67165.44079905118,0.49278761367783275,713.1274971942802,0.6113909507825033,0.5793075468812096,1405.432835091158,2.0723841011806177,2.1086310796763246,966.5961067490626,45.064367393161326,239.93971265880649,44.855958055299965,47.40860304948204,20.622029241318224,12-month,nonprofit,no,none,other,east,yes,yes
299,4.7031747950380565,2.642762236126482,83028.36775685019,0.3416068311014678,694.1465243745337,0.2729762680097437,0.7518897506404387,1377.2127954622304,2.577789163348131,2.4720964905188803,1116.3880631220752,91.10360026168254,257.4605718156534,89.3249238737155,84.82560487264391,24.607901022006523,other,public_housing,no,mobile,electric,east,no,no
300,2.593115437733621,1.2163764483952426,74502.37562628007,0.3074749778559298,668.3592415468314,0.047092729696292794,0.623185565078485,1381.1235683347222,1.633263033105231,1.9542308497346563,857.0952325287019,43.8975532046542,221.9249189301318,59.050548872411746,43.70911517231723,18.112986392271853,6-month,private,no,fiber,electric,east,no,no
301,4.076741085447323,2.139633451333211,56354.31116663237,0.3164087326731485,669.70158260199,0.1425943021263691,0.9899612125503106,1230.6325612785297,2.260606501490452,2.0123613138719083,956.3934221576484,82.70050098230791,206.26515484700278,44.68951674092993,66.64611745402917,16.10773789701215,month-to-month,corporate,no,fiber,heat_pump,north,no,no
302,3.592606959583141,1.7322166845160996,69363.52601320707,0.33029207608493183,676.746747818807,0.2814846216136499,0.44218579239436595,1170.2607416416492,2.643914100750794,2.1014784478914312,1019.6146081906041,70.58285717935384,212.06039391188193,67.16914783153105,76.13349724113316,18.258300464596118,other,public_housing,no,fiber,oil,south,no,no
303,0.5422720308258904,-0.01793685335970041,33776.14197254111,0.20962749778169917,593.1424492759742,-0.2528194064965194,-0.5233866812014226,754.9367949727979,1.4548335623030608,1.525041600995717,694.9754899919649,33.090726339195484,129.92034528368913,30.98974328227273,40.380135858705344,11.37400883944153,month-to-month,private,no,cable,heat_pump,north,no,no
304,4.413961112272085,3.5361879995658705,84508.939531685,0.5246180083734207,716.7765809894054,0.42778786306649197,1.4982834127356637,1418.3481120512924,2.5371953606567166,2.7716552946459627,1231.2906008775117,87.26170440181022,272.9482179549524,97.6921377354245,103.16730725297046,21.13421896345417,other,public_housing,no,dsl,gas,north,no,no
305,3.3292084682553273,2.7112356128096895,69141.46701636781,0.5246249474750643,694.1313453296513,0.26471366550159636,1.0326133674663105,1511.3948223860339,2.027786946424405,1.7327655193873488,1219.606438478905,82.67693958647209,236.3090481243631,77.8094784151328,57.18335723093132,17.63881909964554,month-to-month,corporate,no,cable,electric,west,yes,yes
306,1.9539903179712237,1.0840436091691819,65350.44472472273,0.2640884985881875,687.3472715500179,-0.017291538169000253,0.1837249993920098,1182.9244771147787,1.904179067580055,1.9955595829021497,877.1978718386009,30.134569358405276,194.29635127049153,44.80585281665869,26.36098873112753,11.938528642852372,month-to-month,corporate,no,fiber,oil,east,no,yes
307,4.295136121415905,1.953656670295451,77895.57188863895,0.45749511633985057,679.0821756906215,0.10796439814583333,1.2933748268516843,1350.870763562221,1.9032013659521039,1.944345532954964,1106.3556391828147,74.99253440522854,154.86393335501714,51.20383526386166,51.95041543199917,15.673256891337498,month-to-month,corporate,no,mobile,other,north,yes,no
308,1.9219919214472372,1.3892820581812295,70637.84878737951,0.36659245547251107,674.7216048557444,0.43225984011477925,0.9085722380808754,1167.1330856382265,1.866396068332098,1.3416372821587437,726.6097542612669,24.97838303332176,143.1521805205723,32.60577576505749,26.908560755098186,17.364669228045347,6-month,private,no,mobile,gas,east,no,yes
309,3.974610983691177,2.2777350727150036,73523.77111940959,0.3962206922991733,662.9635735845371,0.17518222459231253,0.8232158347812779,1356.3864133680734,2.157796241762129,1.570117375200563,872.119655990473,55.38454371937138,208.55703378536694,57.03057887207827,44.19730846063261,13.254041994874264,6-month,private,no,mobile,electric,north,no,yes
310,1.7298325638131435,0.357245807215,67398.0489798111,0.20033512990067082,642.4519464808443,-0.09573559496024196,0.3186363129611075,1148.3503445347258,1.5664455850988899,1.298768174317538,637.2922598185178,49.46367943472251,193.30828698619618,36.368843439734725,33.46845443127498,6.6780617973588114,other,public_housing,no,cable,other,south,no,no
311,2.1538392824191854,0.4266134378127895,42383.28862733381,0.12431876552512072,643.3433219871914,-0.31618967892218197,-0.4247213409145175,973.9775762513162,1.6125916677001926,1.3437118612985557,786.2533413294509,31.599432299170157,157.50422126259116,19.170183279597502,11.607704082479842,7.309403539352104,12-month,nonprofit,no,mobile,oil,south,no,no
312,2.514448945793418,2.200361622824186,62236.54393850111,0.4502924051009135,690.4092283279356,0.04786632863892514,0.7592252407015927,1188.5944182748078,2.103267558977723,2.1042437886005496,932.5682307573411,46.00227938071179,190.975410089408,34.511091440595735,46.14996896068878,16.497545041169413,month-to-month,corporate,no,dsl,gas,west,yes,yes
313,2.682092200921226,1.6025786381847864,45918.22758460617,0.28008208463904416,638.7358092053854,-0.05041047662943003,0.01264834298350792,1099.9972868415502,2.0376549000349464,1.5099256143965696,605.363757011527,31.94913470212359,190.6443437086543,44.09508844063469,51.90500983238517,11.069106908970085,month-to-month,corporate,no,mobile,electric,west,no,no
314,3.0009101359797703,1.8726265928860675,60724.317860656934,0.3209344969682372,647.9086943524494,-0.012906643212737878,0.4574579713482508,1361.1721491313249,2.4358141231185977,1.5977138537008075,799.0862488024292,59.32755368472391,228.85593459556895,43.54297225344114,60.97108677590086,19.67952168100952,month-to-month,corporate,no,none,other,east,no,no
315,4.034087269754764,1.0337983480308373,55380.334726950125,0.37499486901340057,682.0172454966239,0.12942374939418527,0.8875468358977914,1050.9241784981282,1.6196705642137097,1.8207028698877123,946.3985892467617,43.497222716718326,201.61279783569944,55.25492590573036,41.06432844110326,12.34365114446091,other,public_housing,yes,mobile,oil,west,no,yes
316,3.9983580642043823,2.151677565390329,80522.89524495408,0.45317166675741694,686.1756375667683,0.1486210214899215,0.8882629703286224,1165.351798966719,2.201767950445872,1.6505732559187278,955.5108853355887,74.36386069409468,225.80756804978904,78.04560385288093,51.575756344942505,14.633912998911523,12-month,nonprofit,no,cable,oil,east,no,no
317,3.320919669981466,1.4845264788265435,69227.30352405594,0.4243219072033038,669.3453022505539,0.08656194499335457,0.3074774561357879,1305.9423604655071,2.0918466401263793,1.5479752565565594,852.9700116017308,63.137247336632775,212.46081666896347,47.73668892597752,60.911059992516485,12.532733582294703,12-month,nonprofit,no,none,heat_pump,east,yes,no
318,5.47779193323818,2.6871485380142266,81354.07713765022,0.5009180242400009,716.1982333902486,0.8713016030803952,1.1454957425515577,1767.2353369030645,2.8503992888611474,2.167190100459546,1048.0069896967375,73.38611710123034,311.9648517353531,107.8861102477525,89.34669292946997,31.557235500177345,6-month,private,no,cable,other,south,no,no
319,2.1752195961326226,0.29980531122060894,52069.89965705834,0.22059701242238156,653.1989044098539,-0.06795400452799584,0.3003619526758954,994.5805324084708,1.6097992870317275,1.6371787118065941,931.4067300070085,44.52702133662043,169.63499655188508,31.078213120883625,24.185266906573613,15.4864417928554,12-month,nonprofit,no,cable,other,east,no,yes
320,3.7753743049255957,1.3923144275936772,69914.06787605128,0.40648511710573293,674.131131857226,0.09305378593911406,0.37068555954632426,1148.2661271277577,1.9520114606393633,1.6880896404110133,1058.4288318095923,45.133308396399336,187.25679097377343,65.04560064328906,63.27329830159382,20.144949966735517,month-to-month,corporate,no,mobile,heat_pump,east,no,no
321,4.5537249043181705,1.5931628715600992,66531.39359950204,0.44773901145623485,696.6856364459218,0.2527302147738685,0.7376681690408687,1305.484995242175,2.83058365396083,2.2343819663305746,1197.9613101557195,79.22596595848492,183.0208184082897,48.367774480029546,56.878973792884985,21.945252749742156,6-month,nonprofit,no,cable,heat_pump,west,no,no
322,2.4169903418409886,0.6352212041798789,55798.55651858875,0.16929859515303272,625.0052284803749,-0.10520219396284385,0.43250287682574057,937.2318978233277,1.3711748843934064,1.5127157552209227,890.603831870932,24.69143365296873,126.21138624005935,29.033138447098494,44.94782984828289,5.846778579111836,12-month,nonprofit,no,cable,gas,east,no,no
323,3.551586412607195,2.6226443175664063,78984.72489814102,0.4986055197472299,655.7438663831032,0.27774063428330176,0.5605665595434332,1173.6363924427503,2.379818809194331,2.2025663654554632,1048.2643820273825,60.04008368747711,214.55018257483133,46.98443223273494,68.11327726133297,23.751532538838095,month-to-month,public_housing,no,dsl,electric,east,no,no
324,2.1494795279188317,1.2074481091166898,74740.74692594801,0.3536154453634253,666.0019919134812,-0.0691534324471267,0.23322948334658145,1037.7702788105548,2.182123453172212,1.9196451466751028,809.1901759065048,37.47207588103375,165.95480541938372,58.07122231660415,31.526439869945815,9.195606762454517,month-to-month,corporate,no,dsl,other,west,no,yes
325,1.7912469783542537,0.7765585272705827,52754.98774107033,0.325013626452878,667.4937427927141,0.27927279408292727,-0.04510889915657179,938.189889568383,1.1486860680395532,1.046396714048095,572.4634376481081,45.126316429654864,214.5623013907543,42.54315090605529,24.367898069011915,11.327215839376805,12-month,nonprofit,yes,cable,electric,south,no,yes
326,1.5610118721092014,1.5572145712946104,67617.88556457916,0.2719436143815841,624.2790806226345,-0.06497962872834577,0.15792130206434407,1020.996014383211,2.0017231035857086,1.4406505041751116,692.4946568261719,65.42140764800557,172.75755579196579,25.948856116726997,38.459507389931375,18.12586995069339,other,public_housing,no,mobile,other,north,no,no
327,3.816712145131197,2.94976343113594,75525.00111525117,0.4064283548968802,705.1643051470717,0.2696898782316203,0.7452111149138948,1359.8232641554073,2.080995946011297,1.9485188603703447,1021.1627829332352,61.357850879317176,226.59698911409603,78.31006240572239,86.09988588512212,14.125472838617794,12-month,nonprofit,no,dsl,other,south,no,no
328,4.771303134654065,2.3090396034305245,64232.84580285543,0.4007559435623415,683.978431869323,0.20257783956489844,0.6983730477242865,1402.9807290798124,2.1541395976837,2.2379846646318353,1072.94800086113,60.85422261467057,180.1311945161874,63.77043083065758,51.897008398625154,16.35407745649554,month-to-month,corporate,no,mobile,gas,south,no,yes
329,2.3734495509374858,2.1131256918020287,67001.70123497133,0.38048093603229116,682.867095361728,-0.038711329511039935,0.17200385193139778,1226.56658375971,2.2211962518221853,1.794871551077425,807.5229683645503,56.747377028346136,124.94643329072245,24.04659419996407,37.88452540416508,18.168293024376087,12-month,nonprofit,yes,dsl,heat_pump,south,no,yes
330,1.1145929293117944,0.638612742964027,55810.67417154337,0.2948988452740877,629.882234271593,-0.14844013172023657,0.7339369641895401,1056.2599148240251,0.9914057243375756,1.086138757090974,707.7916456952818,13.457166229806575,174.1291184187579,19.267956616696758,29.062831264332083,11.031171312834985,other,public_housing,no,mobile,gas,east,no,no
331,3.4606308455771626,1.3676731365154988,61851.22804360276,0.3189757041465303,666.0714432847197,0.11249195573860801,0.2982297036639193,1203.600586465732,2.087583941678266,1.9136118638572455,817.8063309290906,47.765036146479524,267.19671941636,62.10215152367805,65.40661005793162,12.99422922388139,12-month,nonprofit,no,dsl,heat_pump,south,no,no
332,2.1526945955555927,1.849033850827895,47544.58233693431,0.3628112244100243,667.2183880506877,0.07785122847939946,0.27493032872317524,1315.158815494265,2.037001049104182,1.469915569439133,1100.878285723433,45.24790394948385,216.28804931143878,66.20180535681732,73.60464473067633,15.447145073802448,12-month,nonprofit,no,none,electric,west,no,no
333,2.2798555911707563,0.31302794239839415,49489.56395447005,0.15294427746793712,621.3448018636993,-0.2901740171298372,-0.2891801271504293,944.7465115318221,1.7559233544600903,0.947024408115452,675.8779943825298,17.95095399120611,169.6799176360261,6.354488457498121,11.105788294923684,8.742599374206513,other,public_housing,no,dsl,heat_pump,east,no,no
334,3.144409140273658,2.2177340147498605,71280.43244114138,0.5522486622974112,685.0824024084567,0.2029722370714402,1.2436313005505073,1489.0590141549244,2.1065345023249598,1.8051359674165626,976.7673043930533,65.82111214307596,226.95925512948028,59.74797824639006,63.19747379560879,25.542417341715662,month-to-month,corporate,no,cable,gas,north,yes,no
335,2.8481118792061553,2.5919262396633167,68402.89189241569,0.4726684836156554,693.993165557116,0.11691067322868383,0.4299700542001348,1419.998273631394,1.8296946241162702,1.624618579029176,877.4179702389183,43.29629225283098,212.17570664852894,64.93429901884953,50.97983180140702,14.628341186190308,12-month,private,no,fiber,oil,east,yes,no
336,4.708126480163464,2.7760601811155365,65627.62263783967,0.5114238661096586,692.9075092495342,0.6373564065797754,0.7814888354910354,1167.3740727729573,2.0600941188708357,2.294427436179787,1216.3575190571198,66.55629743015689,204.2047902326823,77.19358450331481,72.16049383076677,17.632703092166818,other,public_housing,no,cable,gas,south,no,no
337,2.495768915520884,1.502404692256709,70129.37450098182,0.2911805315007013,616.1244438633222,-0.16081583892092882,-0.32697869896391185,931.3481753321403,1.7531937680014165,1.6821276303788868,513.96697025579,39.12688303513709,142.13921273122807,38.206530319207644,35.61606110424639,9.829681850988361,month-to-month,corporate,no,none,oil,north,no,no
338,3.5275524504193063,1.6429148891422531,79153.58509937297,0.4952962610399548,700.1427132450599,0.2638502863534153,0.8527558552964369,1463.1880237551295,2.2885520713066496,2.135987196229717,1093.6637242653892,95.06046443105865,233.43561916189657,77.25693894753265,67.83827169945582,27.506682434836595,6-month,private,yes,none,electric,south,no,no
339,4.118149802782058,1.8547411073343127,68453.70875156412,0.4795102823220473,731.4533097448249,0.18189368696588462,0.5928892856780741,1297.7637388216826,2.761963683018626,1.7265658321389366,966.5755662474323,68.99614290095099,240.56659488665176,53.2331741200041,75.00583670613658,22.541732262236675,6-month,private,yes,fiber,oil,west,yes,no
340,2.6054036737037993,1.0773829325031683,29395.40666219736,0.18096603605203262,610.1097878353313,-0.24472909379206104,-0.013316473129635908,1050.3105625332173,1.6352118499540602,1.502114856380342,670.208528206728,35.40569886162899,155.04038146679233,11.043015881908381,39.42303011157696,7.67133590507561,other,public_housing,no,none,heat_pump,east,no,no
341,3.5754135226328296,1.874092151465777,70191.14487717296,0.3474640245557311,679.1304593007256,0.037715094659654835,1.1093947574641145,955.6997246208504,2.024993180641529,1.7359048031698807,874.4920134104799,40.949764889751144,190.990334731634,38.13278961331268,58.76311114603327,9.514845489581964,6-month,private,no,dsl,oil,south,no,no
342,3.351957435096459,1.9486002877403756,78738.71731177234,0.36769712041022795,692.4590321098369,0.3156451570581149,0.8008974475955299,1501.0563913953097,2.8561699666205014,1.834584793357859,1098.488621989908,67.26414689397544,221.88142400097166,68.54279447510221,62.37951005042388,24.413515184147194,other,public_housing,no,dsl,gas,south,no,no
343,1.6954858222066849,1.0157832096747472,59812.41235179242,0.39631743607069714,643.1795972894499,-0.09868037179621976,0.11724827452635384,1162.1465727553204,2.242035194333947,1.4540138610951,848.9788009240476,29.13673529369744,168.89043911510544,27.521611790937676,41.93788085391254,17.980347409278785,other,public_housing,no,none,electric,south,yes,no
344,3.265435816493568,1.9844341671940335,70026.97009655785,0.4548523715187026,703.684971770656,0.32285363363818165,0.7419428983148411,1456.0014894008261,2.4676975074346323,2.015418692186715,1087.5786767374116,83.18167462417648,229.7066482348227,77.86571062112709,65.01623407837651,23.265382482933834,6-month,private,no,none,heat_pump,east,no,no
345,3.751429311826004,0.8854118953028456,76038.39576704931,0.4727986557406067,667.2900345217939,0.06486983361455978,0.8950505609747565,1248.5225113744063,1.6085428508139952,2.088940745724363,901.8572708442973,54.441211977682,194.80778967582154,68.9507724641356,71.99219600939267,20.810549966958206,month-to-month,corporate,no,none,gas,north,yes,no
346,3.6481383164539127,1.3868935714210104,56259.2350462256,0.40297650311648514,667.3062091979582,0.09658071568324163,0.43621615066931374,1003.575861190421,1.728129385115541,1.5317480169312474,858.5993945775858,65.11358675395506,194.30621792183163,45.74986072253553,62.333682577542554,15.647614789980219,month-to-month,corporate,no,cable,oil,west,no,no
347,2.161928803603522,1.1813185446677203,65123.32365452952,0.37923228161766576,675.0901793919629,0.04095391375104136,0.3196787172144704,1132.0415119767358,2.0805089135022,1.484339298660818,994.7057407425217,66.81228929589325,219.64552336980086,46.69119812302418,60.8852236137467,16.509917624689088,other,nonprofit,no,mobile,heat_pump,west,no,no
348,2.956854699513457,1.05640962304566,53377.422456669505,0.23384243597579568,638.9732539975535,-0.14672136267706903,0.6888300624724678,981.2563231354253,1.0210505818493183,1.7231814376516448,719.3778526395242,19.53604465979857,191.730608519443,11.887435702652198,16.68060994414141,14.221587265590554,6-month,private,no,dsl,electric,east,no,yes
349,1.851424768719377,1.4777037854395103,55525.790644536166,0.2323123407293879,650.1345728464537,-0.12386727926135903,1.1221455359136314,1148.4045306031605,1.2176941402739347,1.3471510756964016,861.8007651551725,35.441903450585095,196.5465885543287,43.38975685085005,29.822357398254372,17.06598542362045,12-month,corporate,no,cable,other,east,no,no
350,3.173451031569355,2.5867822272732823,65853.57829919283,0.38774981531434866,684.5568562826614,0.21104197253121812,0.9129565016397625,1089.0502825837154,1.862979510909028,2.170202283319127,880.4514498464495,58.03806812136061,214.83773903105404,74.37593141422896,70.75100888505895,22.68172854230484,12-month,nonprofit,no,cable,heat_pump,east,no,no
351,3.842681679023638,1.8784654762899198,63280.08896721395,0.310508801111753,675.419240742129,0.04972424700469166,0.22307133447294647,1072.2045689614324,2.4478682807988115,1.6134712246831024,846.3714075214222,33.08845444578246,198.03251091709316,61.81223257704159,60.81740774596206,10.994297448136965,12-month,nonprofit,no,dsl,other,south,no,no
352,3.0580765929827725,1.132809068440543,64583.22273449891,0.5154861546077387,675.4214999860312,0.6116894895345449,0.6347694186884736,1202.8671137342324,1.8971246434337348,1.8670065202952582,931.643347831859,60.69856010680752,180.52880507371944,82.7657464319752,73.28890582203786,17.556866039604856,month-to-month,corporate,no,none,oil,west,yes,no
